Compound,Element,Anion,MW (g/mol),Temp (°C),Mass %,Molarity (M),log S,g/100mL H2O,Source
LiClO4,Li,ClO4,106.39,100,71.4,6.7111570636338005,0.8267974028859193,249.65034965034974,CRC
LiF,Li,F,25.94,0,0.12,0.04626060138781804,-1.3347887257004365,0.12014417300760914,CRC
LiF,Li,F,25.94,20,0.126,0.04857363145720894,-1.3135994266304984,0.12615896028996537,CRC
LiF,Li,F,25.94,30,0.131,0.050501156515034694,-1.296698676092297,0.13117183510398622,CRC
LiF,Li,F,25.94,70,0.134,0.051657671549730146,-1.2868651733832537,0.13417980093325055,CRC
LiH2PO4,Li,H2PO4,103.93,0,55.8,5.3689983642836525,0.729893271651319,126.2443438914027,CRC
Li2HPO3,Li,HPO3,101.92,0,9.07,0.8899136577708007,-0.05065212793117994,9.974705817661937,CRC
Li2HPO3,Li,HPO3,101.92,10,8.4,0.8241758241758241,-0.08398012892939358,9.170305676855897,CRC
Li2HPO3,Li,HPO3,101.92,20,7.77,0.7623626373626372,-0.11783839619036102,8.424590697170117,CRC
Li2HPO3,Li,HPO3,101.92,25,7.47,0.7329277864992151,-0.13493881317587642,8.073057386793472,CRC
Li2HPO3,Li,HPO3,101.92,30,7.18,0.7044740973312401,-0.15213497074897492,7.735401853048913,CRC
Li2HPO3,Li,HPO3,101.92,40,6.64,0.65149136577708,-0.18609133562325778,7.112253641816624,CRC
Li2HPO3,Li,HPO3,101.92,50,6.16,0.6043956043956044,-0.21867870282684976,6.564364876385336,CRC
Li2HPO3,Li,HPO3,101.92,60,5.71,0.560243328100471,-0.25162330674542716,6.055785343090466,CRC
Li2HPO3,Li,HPO3,101.92,70,5.3,0.5200156985871272,-0.28398354539048615,5.59662090813094,CRC
Li2HPO3,Li,HPO3,101.92,80,4.91,0.4817503924646782,-0.3171779228683067,5.1635292880429065,CRC
Li2HPO3,Li,HPO3,101.92,90,4.53,0.44446624803767665,-0.35216121297844327,4.744946056352781,CRC
Li2HPO3,Li,HPO3,101.92,100,4.16,0.40816326530612246,-0.3891660843645325,4.3405676126878125,CRC
LiI,Li,I,133.85,0,59.4,4.437803511393351,0.6471680694582421,146.30541871921181,CRC
LiI,Li,I,133.85,10,60.5,4.5199850579006355,0.6551369991295175,153.16455696202533,CRC
LiI,Li,I,133.85,20,61.7,4.6096376540904,0.6636667885102903,161.09660574412533,CRC
LiI,Li,I,133.85,25,62.3,4.654463952185282,0.6678696711362182,165.25198938992042,CRC
LiI,Li,I,133.85,30,63.0,4.706761299962645,0.6727221739306303,170.27027027027026,CRC
LiI,Li,I,133.85,40,64.3,4.80388494583489,0.6815925974012707,180.11204481792717,CRC
LiI,Li,I,133.85,50,65.8,4.915950691072096,0.6916075180910041,192.39766081871343,CRC
LiI,Li,I,133.85,60,67.3,5.028016436309302,0.7013966887010255,205.8103975535168,CRC
LiI,Li,I,133.85,70,68.8,5.140082181546507,0.7109700627125599,220.5128205128205,CRC
LiI,Li,I,133.85,90,81.3,6.073963391856556,0.7834721700711167,434.75935828877,CRC
LiI,Li,I,133.85,100,81.7,6.1038475905864775,0.785603681009464,446.44808743169403,CRC
LiIO3,Li,IO3,181.84,0,43.8,2.4087109546854375,0.3817846877871851,77.93594306049822,CRC
LiNO2,Li,NO2,52.95,0,41.0,7.743153918791312,0.8889178922762317,69.49152542372882,CRC
LiNO2,Li,NO2,52.95,20,45.0,8.498583569405099,0.9293465493318399,81.81818181818181,CRC
LiNO2,Li,NO2,52.95,30,49.0,9.254013220018885,0.9663301155850098,96.07843137254902,CRC
LiNO2,Li,NO2,52.95,40,51.0,9.631728045325778,0.9837042116544324,104.08163265306122,CRC
LiNO2,Li,NO2,52.95,50,53.0,10.009442870632672,1.0004099051572852,112.76595744680851,CRC
LiNO2,Li,NO2,52.95,60,56.0,10.576015108593012,1.0243220625626965,127.27272727272727,CRC
LiNO2,Li,NO2,52.95,70,60.0,11.331444759206798,1.0542852859401397,150.0,CRC
LiNO2,Li,NO2,52.95,80,63.0,11.898016997167138,1.075474585010078,170.27027027027026,CRC
LiNO2,Li,NO2,52.95,90,66.0,12.464589235127479,1.0956779710983648,194.11764705882354,CRC
LiNO2,Li,NO2,52.95,100,68.0,12.84230406043437,1.1086429482627325,212.5,CRC
LiNO3,Li,NO3,68.95,0,34.8,5.04713560551124,0.7030449734347124,53.37423312883435,CRC
LiNO3,Li,NO3,68.95,10,37.6,5.453226976069615,0.7366535744157925,60.256410256410255,CRC
LiNO3,Li,NO3,68.95,20,42.7,6.192893401015228,0.7918936045131553,74.52006980802793,CRC
LiNO3,Li,NO3,68.95,30,50.5,7.324147933284989,0.8647571076067928,102.02020202020202,CRC
LiNO3,Li,NO3,68.95,40,57.9,8.397389412617839,0.9241442932155677,137.52969121140143,CRC
LiNO3,Li,NO3,68.95,50,60.1,8.716461203770848,0.9403402014908709,150.6265664160401,CRC
LiNO3,Li,NO3,68.95,60,62.2,9.02102973168963,0.9552561141789502,164.55026455026456,CRC
LiNO3,Li,NO3,68.95,70,64.0,9.282088469905728,0.9676457034720186,177.77777777777777,CRC
LiNO3,Li,NO3,68.95,80,65.7,9.5286439448876,0.9790310990479122,191.54518950437318,CRC
LiNO3,Li,NO3,68.95,90,67.2,9.746192893401014,0.9888350025419567,204.87804878048783,CRC
LiNO3,Li,NO3,68.95,100,68.5,9.934735315445975,0.997156300980557,217.46031746031747,CRC
LiOH,Li,OH,23.95,0,10.8,4.509394572025053,0.6541182377363677,12.10762331838565,CRC
LiOH,Li,OH,23.95,10,10.8,4.509394572025053,0.6541182377363677,12.10762331838565,CRC
LiOH,Li,OH,23.95,20,11.0,4.592901878914405,0.662087167407643,12.359550561797754,CRC
LiOH,Li,OH,23.95,25,11.1,4.634655532359082,0.6660174610360754,12.4859392575928,CRC
LiOH,Li,OH,23.95,30,11.3,4.718162839248435,0.6737729257328378,12.739571589627959,CRC
LiOH,Li,OH,23.95,40,11.7,4.88517745302714,0.6888803439955796,13.250283125707815,CRC
LiOH,Li,OH,23.95,50,12.2,5.093945720250522,0.7070543129241662,13.895216400911162,CRC
LiOH,Li,OH,23.95,60,12.7,5.302713987473904,0.7244982032053748,14.547537227949599,CRC
LiOH,Li,OH,23.95,70,13.4,5.594989561586639,0.7477992806142256,15.473441108545035,CRC
LiOH,Li,OH,23.95,80,14.2,5.929018789144051,0.7729828266324745,16.550116550116552,CRC
LiOH,Li,OH,23.95,90,15.1,6.304801670146138,0.7996714295425874,17.785630153121318,CRC
LiOH,Li,OH,23.95,100,16.1,6.722338204592902,0.8275203582812677,19.189511323003575,CRC
Li3PO4,Li,PO4,115.79,0,0.027,0.002331807582692806,-2.63230728977173,0.027007291968831587,CRC
LiSCN,Li,SCN,65.02,0,54.5,8.382036296524147,0.9233495371165346,119.78021978021978,CRC
Li2SO4,Li,SO4,109.94,0,26.3,2.3922139348735674,0.3788000158600461,35.68521031207598,CRC
Li2SO4,Li,SO4,109.94,10,25.9,2.3558304529743497,0.37214403145154007,34.952766531713905,CRC
Li2SO4,Li,SO4,109.94,20,25.6,2.3285428415499365,0.36708423268213786,34.40860215053763,CRC
Li2SO4,Li,SO4,109.94,25,25.5,2.319446971075132,0.3653844478042434,34.22818791946309,CRC
Li2SO4,Li,SO4,109.94,30,25.3,2.301255230125523,0.36196478854610614,33.86880856760375,CRC
Li2SO4,Li,SO4,109.94,40,25.0,2.2739676187011097,0.3567842760423259,33.333333333333336,CRC
Li2SO4,Li,SO4,109.94,50,24.8,2.2557758777515007,0.35329594819650445,32.97872340425532,CRC
Li2SO4,Li,SO4,109.94,60,24.5,2.2284882663270875,0.3480103517348207,32.450331125827816,CRC
Li2SO4,Li,SO4,109.94,70,24.3,2.2102965253774784,0.3444505409686004,32.1003963011889,CRC
Li2SO4,Li,SO4,109.94,80,24.0,2.1830089139530653,0.33905550908189425,31.57894736842105,CRC
Li2SO4,Li,SO4,109.94,90,23.8,2.1648171730034567,0.3354212244268002,31.233595800524935,CRC
Li2SO4,Li,SO4,109.94,100,23.6,2.1466254320538476,0.33175627034039484,30.89005235602094,CRC
Lu(NO3)3,Lu,NO3,361.02,0,71.1,1.969419976732591,0.29433833885446686,246.02076124567466,CRC
MgBr2,Mg,Br,184.11,0,49.3,2.6777469990766387,0.42776954127363565,97.2386587771203,CRC
MgBr2,Mg,Br,184.11,10,49.8,2.704904676552061,0.4321519647561232,99.20318725099601,CRC
MgBr2,Mg,Br,184.11,20,50.3,2.7320623540274833,0.43649060705233306,101.20724346076459,CRC
MgBr2,Mg,Br,184.11,25,50.6,2.7483569605127367,0.4390731388362048,102.42914979757086,CRC
MgBr2,Mg,Br,184.11,30,50.9,2.76465156699799,0.4416404043331644,103.66598778004074,CRC
MgBr2,Mg,Br,184.11,40,51.5,2.797240779968497,0.44672985103759666,106.18556701030928,CRC
MgBr2,Mg,Br,184.11,50,52.1,2.8298299929390036,0.4517603452959301,108.76826722338205,CRC
MgBr2,Mg,Br,184.11,60,52.8,2.867850741404595,0.45755654453021793,111.86440677966101,CRC
MgBr2,Mg,Br,184.11,70,53.5,2.905871489870186,0.46327640401763415,115.05376344086021,CRC
MgBr2,Mg,Br,184.11,80,54.2,2.9438922383357773,0.4689219085347926,118.3406113537118,CRC
MgBr2,Mg,Br,184.11,90,55.0,2.987344522296453,0.47528531149064956,122.22222222222223,CRC
MgBr2,Mg,Br,184.11,100,55.7,3.025365270762044,0.48077781717013457,125.73363431151242,CRC
Mg(BrO3)2,Mg,BrO3,280.11,0,43.0,1.535111206311806,0.18613984205306944,75.43859649122807,CRC
Mg(BrO3)2,Mg,BrO3,280.11,10,45.2,1.6136517796579914,0.20780982128486503,82.48175182481752,CRC
Mg(BrO3)2,Mg,BrO3,280.11,20,48.0,1.7136125093713184,0.2339126238490701,92.3076923076923,CRC
Mg(BrO3)2,Mg,BrO3,280.11,25,49.4,1.7635928742279818,0.24639833539712983,97.62845849802372,CRC
Mg(BrO3)2,Mg,BrO3,280.11,30,51.0,1.8207132912070256,0.2602415625714192,104.08163265306122,CRC
Mg(BrO3)2,Mg,BrO3,280.11,40,54.3,1.9385241512263038,0.28747121606232984,118.81838074398249,CRC
Mg(BrO3)2,Mg,BrO3,280.11,50,57.9,2.0670450894291528,0.3153499502009191,137.52969121140143,CRC
Mg(BrO3)2,Mg,BrO3,280.11,60,61.6,2.199136053693192,0.34225209863790834,160.41666666666669,CRC
Mg(BrO3)2,Mg,BrO3,280.11,70,65.3,2.331227017957231,0.36758456774855686,188.1844380403458,CRC
Mg(BrO3)2,Mg,BrO3,280.11,80,69.0,2.46331798222127,0.39152047721073824,222.58064516129033,CRC
Mg(BrO3)2,Mg,BrO3,280.11,90,70.9,2.531148477383885,0.40331762165654944,243.64261168384888,CRC
Mg(BrO3)2,Mg,BrO3,280.11,100,71.7,2.5597086858734066,0.40819054214128303,253.356890459364,CRC
Mg(C2H3O2)2,Mg,C2H3O2,142.39,0,36.18,2.540908771683405,0.40498907250187044,56.690692572861174,CRC
Mg(C2H3O2)2,Mg,C2H3O2,142.39,10,37.55,2.6371233934967346,0.42113045131826266,60.12810248198558,CRC
Mg(C2H3O2)2,Mg,C2H3O2,142.39,20,38.92,2.7333380153100646,0.4366933415743899,63.71971185330714,CRC
Mg(C2H3O2)2,Mg,C2H3O2,142.39,30,39.61,2.7817964744715225,0.4443253523823684,65.59032952475576,CRC
MgC2O4,Mg,C2O4,112.32,0,0.038,0.0033831908831908836,-2.47067349816892,0.038014445489285925,CRC
MgCl2,Mg,Cl,95.21,0,33.96,3.566852221405315,0.5522851164149706,51.423379769836465,CRC
MgCl2,Mg,Cl,95.21,10,34.85,3.660329797290201,0.5635202172770837,53.49194167306216,CRC
MgCl2,Mg,Cl,95.21,20,35.58,3.737002415712635,0.5725233785909616,55.231294628997205,CRC
MgCl2,Mg,Cl,95.21,25,35.9,3.7706123306375385,0.5764118834213747,56.00624024960999,CRC
MgCl2,Mg,Cl,95.21,30,36.2,3.802121625879635,0.5800260053762212,56.73981191222572,CRC
MgCl2,Mg,Cl,95.21,40,36.77,3.8619892868396186,0.586811064711918,58.15277558121146,CRC
MgCl2,Mg,Cl,95.21,50,37.34,3.9218569477996015,0.5934917484561151,59.59144589849985,CRC
MgCl2,Mg,Cl,95.21,60,37.97,3.9880264678080035,0.6007580319828527,61.212316620989846,CRC
MgCl2,Mg,Cl,95.21,70,38.71,4.065749396071841,0.6091406061620106,63.15875346712351,CRC
MgCl2,Mg,Cl,95.21,80,39.62,4.161327591639534,0.6192319060455838,65.61775422325272,CRC
MgCl2,Mg,Cl,95.21,90,40.75,4.280012603718097,0.6314450479190509,68.77637130801688,CRC
MgCl2,Mg,Cl,95.21,100,42.15,4.427055981514547,0.6461150138038166,72.86084701815038,CRC
Mg(ClO3)2,Mg,ClO3,191.21,0,53.35,2.790126039433084,0.4456238222678328,114.36227224008574,CRC
Mg(ClO3)2,Mg,ClO3,191.21,10,54.4,2.8450394853825633,0.454088298205524,119.29824561403508,CRC
Mg(ClO3)2,Mg,ClO3,191.21,20,56.81,2.9710789184666075,0.47291418778460276,131.535077564251,CRC
Mg(ClO3)2,Mg,ClO3,191.21,25,58.66,3.0678311803775946,0.48683145715187737,141.89646831156264,CRC
Mg(ClO3)2,Mg,ClO3,191.21,30,60.91,3.1855028502693368,0.5031779980087654,155.81990278843693,CRC
Mg(ClO3)2,Mg,ClO3,191.21,50,65.46,3.423461116050415,0.5344653994793296,189.51939779965252,CRC
Mg(ClO3)2,Mg,ClO3,191.21,60,67.33,3.521259348360441,0.5466980129752895,206.09121518212427,CRC
Mg(ClO3)2,Mg,ClO3,191.21,70,69.27,3.6227184770670986,0.5590345861441829,225.4149040026033,CRC
Mg(ClO3)2,Mg,ClO3,191.21,80,71.01,3.7137179017833795,0.5698089111560893,244.94653328734054,CRC
Mg(ClO3)2,Mg,ClO3,191.21,90,72.44,3.7885047853145752,0.5784678401493648,262.84470246734395,CRC
Mg(ClO3)2,Mg,ClO3,191.21,100,73.48,3.8428952460645367,0.5846585461411149,277.0739064856712,CRC
Mg(ClO4)2,Mg,ClO4,223.21,0,47.8,2.1414811164374354,0.3307142491443656,91.57088122605363,CRC
Mg(ClO4)2,Mg,ClO4,223.21,10,48.7,2.1818018905962995,0.33881531374688106,94.93177387914231,CRC
Mg(ClO4)2,Mg,ClO4,223.21,20,49.6,2.222122664755163,0.34676802902244414,98.41269841269842,CRC
Mg(ClO4)2,Mg,ClO4,223.21,25,50.1,2.2445230948434207,0.3511240783994924,100.40080160320642,CRC
Mg(ClO4)2,Mg,ClO4,223.21,30,50.5,2.262443438914027,0.3545777306509081,102.02020202020202,CRC
Mg(ClO4)2,Mg,ClO4,223.21,40,51.3,2.2982841270552394,0.361403717644063,105.3388090349076,CRC
Mg(ClO4)2,Mg,ClO4,223.21,50,52.1,2.3341248151964518,0.3681240758317712,108.76826722338205,CRC
MgCr2O7,Mg,Cr2O7,240.29,0,58.9,2.451204794207,0.3893795973714105,143.30900243309003,CRC
MgCr2O7,Mg,Cr2O7,240.29,30,67.0,2.7882974738857214,0.4453391052851352,203.03030303030303,CRC
MgCrO4,Mg,CrO4,140.3,0,32.06,2.2851033499643623,0.35890584698976613,47.18869590815426,CRC
MgCrO4,Mg,CrO4,140.3,30,35.39,2.522451888809693,0.4018228916091549,54.7748026621266,CRC
MgF2,Mg,F,62.3,0,0.013,0.002086677367576244,-2.680544694352333,0.013001690219728565,CRC
MgI2,Mg,I,278.11,0,54.7,1.9668476502103482,0.29377072126381104,120.7505518763797,CRC
MgI2,Mg,I,278.11,10,56.1,2.0171874438171944,0.30474625618654166,127.79043280182233,CRC
MgI2,Mg,I,278.11,20,58.2,2.092697134227464,0.3207063795802688,139.23444976076556,CRC
MgI2,Mg,I,278.11,25,59.4,2.135845528747618,0.32956983991157385,146.30541871921181,CRC
MgI2,Mg,I,278.11,30,60.8,2.186185322354464,0.3396869742031152,155.1020408163265,CRC
MgI2,Mg,I,278.11,40,63.9,2.297652008198195,0.3612842530887804,177.00831024930747,CRC
MgI2,Mg,I,278.11,50,65.0,2.3372047031750025,0.36869675157323584,185.71428571428572,CRC
MgI2,Mg,I,278.11,60,65.0,2.3372047031750025,0.36869675157323584,185.71428571428572,CRC
MgI2,Mg,I,278.11,70,65.0,2.3372047031750025,0.36869675157323584,185.71428571428572,CRC
MgI2,Mg,I,278.11,80,65.0,2.3372047031750025,0.36869675157323584,185.71428571428572,CRC
MgI2,Mg,I,278.11,90,65.1,2.3408004027183487,0.36936438349857226,186.53295128939823,CRC
MgI2,Mg,I,278.11,100,65.2,2.344396102261695,0.3700309906623005,187.35632183908046,CRC
Mg(IO3)2,Mg,IO3,374.11,0,3.19,0.08526903851808292,-1.069208634033766,3.2951141411011258,CRC
Mg(IO3)2,Mg,IO3,374.11,30,6.7,0.17909171099409263,-0.7469245143901208,7.181136120042873,CRC
Mg(IO3)2,Mg,IO3,374.11,40,7.92,0.21170244045868863,-0.6742741355014537,8.601216333622936,CRC
Mg(IO3)2,Mg,IO3,374.11,50,8.52,0.22774050412980135,-0.6425597223242472,9.313511149978137,CRC
Mg(IO3)2,Mg,IO3,374.11,60,9.11,0.24351126673972892,-0.613480940117949,10.023104852018925,CRC
Mg(IO3)2,Mg,IO3,374.11,70,10.45,0.27932960893854747,-0.5538830266438743,11.669458403126745,CRC
Mg(IO3)2,Mg,IO3,374.11,80,11.99,0.3204939723610703,-0.4941801339920985,13.623451880468128,CRC
Mg(IO3)2,Mg,IO3,374.11,90,13.7,0.36620245382374167,-0.4362787499345404,15.874855156431055,CRC
Mg(IO3)2,Mg,IO3,374.11,100,15.6,0.41698965544893213,-0.3798747187364856,18.48341232227488,CRC
Mg(NO2)2,Mg,NO2,116.32,0,47.0,4.0405777166437415,0.6064434644207548,88.67924528301887,CRC
Mg(NO3)2,Mg,NO3,148.31,0,38.4,2.5891713303216237,0.41316078946591,62.33766233766234,CRC
Mg(NO3)2,Mg,NO3,148.31,10,39.5,2.6633403007214618,0.4254266607248394,65.2892561983471,CRC
Mg(NO3)2,Mg,NO3,148.31,20,40.8,2.750994538466725,0.4394897281882591,68.9189189189189,CRC
Mg(NO3)2,Mg,NO3,148.31,25,41.6,2.8049356078484258,0.447922895725122,71.23287671232877,CRC
Mg(NO3)2,Mg,NO3,148.31,30,42.4,2.858876677230126,0.4561954216911118,73.61111111111111,CRC
Mg(NO3)2,Mg,NO3,148.31,40,44.1,2.9735014496662395,0.47326815456621774,78.89087656529517,CRC
Mg(NO3)2,Mg,NO3,148.31,50,45.9,3.094868855775066,0.4906422506356405,84.84288354898337,CRC
Mg(NO3)2,Mg,NO3,148.31,60,47.9,3.229721529229317,0.5091650785129425,91.93857965451055,CRC
Mg(NO3)2,Mg,NO3,148.31,70,50.0,3.371316836356281,0.527799569434398,100.0,CRC
Mg(NO3)2,Mg,NO3,148.31,80,52.2,3.519654777155957,0.5465000681006413,109.2050209205021,CRC
Mg(NO3)2,Mg,NO3,148.31,100,70.6,4.760299372935068,0.677634266150183,240.13605442176862,CRC
MgS2O3,Mg,S2O3,136.43,0,30.7,2.250238217400865,0.3522284963453082,44.300144300144304,CRC
MgS2O3,Mg,S2O3,136.43,30,34.1,2.4994502675364654,0.3978444998606194,51.74506828528072,CRC
MgSO3,Mg,SO3,104.37,0,0.32,0.03066015138449746,-1.5134257051473454,0.32102728731942215,CRC
MgSO3,Mg,SO3,104.37,10,0.37,0.03545080003832519,-1.4503739594002565,0.3713740841112115,CRC
MgSO3,Mg,SO3,104.37,20,0.46,0.04407396761521511,-1.3558178517856772,0.46212577858147474,CRC
MgSO3,Mg,SO3,104.37,25,0.52,0.04982274599980838,-1.3025723398324522,0.5227181342983515,CRC
MgSO3,Mg,SO3,104.37,30,0.61,0.05844591357669828,-1.2332458484564843,0.6137438374081899,CRC
MgSO3,Mg,SO3,104.37,40,0.87,0.08335728657660246,-1.079056430848633,0.8776354282255624,CRC
MgSO3,Mg,SO3,104.37,50,0.85,0.08144102711507138,-1.0891567577529586,0.8572869389813413,CRC
MgSO3,Mg,SO3,104.37,60,0.76,0.07281785953818146,-1.13776209118646,0.7658202337767029,CRC
MgSO3,Mg,SO3,104.37,70,0.69,0.06611095142282264,-1.1797265927299962,0.6947940791461081,CRC
MgSO3,Mg,SO3,104.37,80,0.64,0.06132030276899492,-1.2123957094833642,0.644122383252818,CRC
MgSO3,Mg,SO3,104.37,90,0.62,0.05940404330746383,-1.2261839939689976,0.6238679814852083,CRC
MgSO3,Mg,SO3,104.37,100,0.6,0.057487783845932734,-1.2404244330836078,0.6036217303822937,CRC
MgSO4,Mg,SO4,120.37,0,18.2,1.512004652322007,0.17955312745795707,22.249388753056234,CRC
MgSO4,Mg,SO4,120.37,10,21.7,1.802774777768547,0.2559414733214118,27.713920817369093,CRC
MgSO4,Mg,SO4,120.37,20,25.1,2.0852371853451857,0.31915546095392044,33.51134846461949,CRC
MgSO4,Mg,SO4,120.37,25,26.3,2.1849297997839994,0.33943748796264017,35.68521031207598,CRC
MgSO4,Mg,SO4,120.37,30,28.2,2.3427764393121207,0.36973084779224336,39.27576601671309,CRC
MgSO4,Mg,SO4,120.37,40,30.9,2.5670848217994515,0.4094402188977169,44.7178002894356,CRC
MgSO4,Mg,SO4,120.37,50,33.4,2.77477776854698,0.4432282062844468,50.150150150150154,CRC
MgSO4,Mg,SO4,120.37,60,35.6,2.9575475616848053,0.4709317374457575,55.27950310559006,CRC
MgSO4,Mg,SO4,120.37,70,36.9,3.0655478939935197,0.4865081056319427,58.478605388272584,CRC
MgSO4,Mg,SO4,120.37,80,35.9,2.9824707152945087,0.4745761880512015,56.00624024960999,CRC
MgSO4,Mg,SO4,120.37,90,34.7,2.882778100855695,0.45981121426375604,53.13935681470139,CRC
MgSO4,Mg,SO4,120.37,100,33.3,2.766470050677079,0.4419259729792022,49.92503748125936,CRC
MgSeO4,Mg,SeO4,167.27,0,31.4,1.877204519638907,0.2735115911679206,45.77259475218659,CRC
MgSeO4,Mg,SeO4,167.27,30,35.7,2.134273928379267,0.32925015920689893,55.52099533437015,CRC
MgSeO4,Mg,SeO4,167.27,70,47.0,2.8098284211155615,0.44867980103042315,88.67924528301887,CRC
MnBr2,Mn,Br,214.75,0,56.0,2.607683352735739,0.4162548545029205,127.27272727272727,CRC
MnBr2,Mn,Br,214.75,10,57.72,2.6877764842840515,0.42939314991817673,136.51844843897823,CRC
MnBr2,Mn,Br,214.75,20,59.39,2.7655413271245632,0.44178015277374166,146.2447672986949,CRC
MnBr2,Mn,Br,214.75,25,60.19,2.8027939464493596,0.44759117082151,151.19316754584275,CRC
MnBr2,Mn,Br,214.75,30,60.96,2.8386495925494764,0.45311178582826417,156.14754098360655,CRC
MnBr2,Mn,Br,214.75,40,62.41,2.906169965075669,0.46332101007760285,166.02819898909283,CRC
MnBr2,Mn,Br,214.75,50,63.75,2.9685681024447033,0.4725470166027129,175.86206896551724,CRC
MnBr2,Mn,Br,214.75,60,65.01,3.0272409778812572,0.4810469935362005,185.79594169762794,CRC
MnBr2,Mn,Br,214.75,70,66.19,3.0821885913853317,0.4888592085849238,195.77048210588583,CRC
MnBr2,Mn,Br,214.75,80,67.32,3.134807916181606,0.49621093480050626,205.99755201958376,CRC
MnBr2,Mn,Br,214.75,90,68.42,3.1860302677532015,0.5032498973457639,216.65611146295126,CRC
MnBr2,Mn,Br,214.75,100,69.5,3.2363213038416765,0.510051632086834,227.86885245901638,CRC
MnCl2,Mn,Cl,125.84,0,38.7,3.075333757151939,0.487892255403681,63.13213703099512,CRC
MnCl2,Mn,Cl,125.84,10,40.6,3.2263191354100442,0.5087073239619636,68.35016835016835,CRC
MnCl2,Mn,Cl,125.84,20,42.5,3.37730451366815,0.5285702204350811,73.91304347826087,CRC
MnCl2,Mn,Cl,125.84,25,43.6,3.4647171010807374,0.5396677796533556,77.30496453900709,CRC
MnCl2,Mn,Cl,125.84,30,44.7,3.552129688493325,0.5504888135167061,80.83182640144666,CRC
MnCl2,Mn,Cl,125.84,40,47.0,3.7349014621741894,0.572279148320487,88.67924528301887,CRC
MnCl2,Mn,Cl,125.84,50,49.4,3.925619834710744,0.5939082393084165,97.62845849802372,CRC
MnCl2,Mn,Cl,125.84,70,54.1,4.299109980928162,0.6333785554913389,117.86492374727669,CRC
MnCl2,Mn,Cl,125.84,80,54.7,4.346789574062301,0.6381686167182004,120.7505518763797,CRC
MnCl2,Mn,Cl,125.84,90,55.2,4.38652256834075,0.6421203681139684,123.21428571428572,CRC
MnCl2,Mn,Cl,125.84,100,55.7,4.426255562619199,0.6460364855584985,125.73363431151242,CRC
MnF2,Mn,F,92.93,0,0.8,0.08608630151727106,-1.0650659501580269,0.8064516129032258,CRC
MnF2,Mn,F,92.93,20,1.01,0.10868395566555471,-0.963834563367328,1.0203050813213457,CRC
MnF2,Mn,F,92.93,50,0.48,0.051651780910362634,-1.2869146997743832,0.48231511254019294,CRC
Mn(IO3)2,Mn,IO3,380.83,0,0.27,0.007089777591051126,-2.1493673885819904,0.2707309736287977,CRC
Mn(IO3)2,Mn,IO3,380.83,30,0.34,0.008927868077619937,-2.0492522356987224,0.3411599438089504,CRC
Mn(NO3)2,Mn,NO3,178.95,0,50.5,2.822017323274658,0.4505596753926383,102.02020202020202,CRC
Mn(NO3)2,Mn,NO3,178.95,30,61.7,3.4478904721989383,0.5375534613072186,161.09660574412533,CRC
MnSO4,Mn,SO4,151.0,0,34.6,2.2913907284768213,0.3600991514996072,52.905198776758404,CRC
MnSO4,Mn,SO4,151.0,10,37.3,2.4701986754966887,0.39273188451551816,59.48963317384369,CRC
MnSO4,Mn,SO4,151.0,20,38.6,2.556291390728477,0.40761035737858553,62.86644951140065,CRC
MnSO4,Mn,SO4,151.0,25,38.9,2.576158940397351,0.4109726540325383,63.66612111292962,CRC
MnSO4,Mn,SO4,151.0,30,38.9,2.576158940397351,0.4109726540325383,63.66612111292962,CRC
MnSO4,Mn,SO4,151.0,40,37.7,2.4966887417218544,0.3973644029126234,60.513643659711086,CRC
MnSO4,Mn,SO4,151.0,50,36.3,2.403973509933775,0.38092967774294306,56.985871271585545,CRC
MnSO4,Mn,SO4,151.0,60,34.6,2.2913907284768213,0.3600991514996072,52.905198776758404,CRC
MnSO4,Mn,SO4,151.0,70,32.8,2.172185430463576,0.3368968964185096,48.8095238095238,CRC
MnSO4,Mn,SO4,151.0,80,30.8,2.0397350993377485,0.30957376920727486,44.50867052023121,CRC
MnSO4,Mn,SO4,151.0,90,28.8,1.9072847682119205,0.28041554046606143,40.44943820224719,CRC
MnSO4,Mn,SO4,151.0,100,26.7,1.7682119205298013,0.24753431407140575,36.4256480218281,CRC
NH4Br,NH4,Br,97.94,0,37.5,3.8288748213191752,0.5830711680455196,60.0,CRC
NH4Br,NH4,Br,97.94,10,40.2,4.104553808454155,0.6132659534022707,67.22408026755853,CRC
NH4Br,NH4,Br,97.94,20,42.7,4.359812129875434,0.6394677753428245,74.52006980802793,CRC
NH4Br,NH4,Br,97.94,25,43.9,4.482336124157648,0.6515044205599221,78.25311942959001,CRC
NH4Br,NH4,Br,97.94,30,45.1,4.604860118439861,0.6632164421957613,82.14936247723134,CRC
NH4Br,NH4,Br,97.94,40,47.3,4.829487441290587,0.6839010410556123,89.75332068311195,CRC
NH4Br,NH4,Br,97.94,50,49.4,5.04390443128446,0.7027668492414476,97.62845849802372,CRC
NH4Br,NH4,Br,97.94,60,51.3,5.237900755564632,0.719157265429617,105.3388090349076,CRC
NH4Br,NH4,Br,97.94,70,53.0,5.4114764141311005,0.7333157699185897,112.76595744680851,CRC
NH4Br,NH4,Br,97.94,80,54.6,5.574841739840719,0.7462325430225379,120.26431718061674,CRC
NH4Br,NH4,Br,97.94,90,56.1,5.7279967326934855,0.7580027615739621,127.79043280182233,CRC
