Compound,Element,Anion,MW (g/mol),Temp (°C),Mass %,Molarity (M),log S,g/100mL H2O,Source
CuCl2,Cu,Cl,134.45,40,44.8,3.3320937151357386,0.5227172074388237,81.15942028985506,CRC
CuCl2,Cu,Cl,134.45,50,46.0,3.421346225362589,0.5341970251222536,85.18518518518519,CRC
CuCl2,Cu,Cl,134.45,60,47.2,3.5105987355894386,0.5453811920747673,89.3939393939394,CRC
CuCl2,Cu,Cl,134.45,70,48.5,3.60728895500186,0.5571809320429433,94.1747572815534,CRC
CuCl2,Cu,Cl,134.45,80,49.9,3.711416883599852,0.5695397390640695,99.60079840319361,CRC
CuCl2,Cu,Cl,134.45,90,51.3,3.8155448121978432,0.5815565585524959,105.3388090349076,CRC
CuCl2,Cu,Cl,134.45,100,52.7,3.919672740795835,0.5932498086532262,111.41649048625793,CRC
Cu(ClO4)2,Cu,ClO4,262.45,0,54.3,2.0689655172413794,0.31575325248468755,118.81838074398249,CRC
Cu(ClO4)2,Cu,ClO4,262.45,30,59.3,2.2594779958087257,0.35400811626010326,145.7002457002457,CRC
CuF2,Cu,F,101.54,0,0.075,0.007386251723458735,-2.131575895676886,0.07505629221916438,CRC
Cu(NO3)2,Cu,NO3,187.56,0,45.2,2.4098955001066327,0.3819982107445704,82.48175182481752,CRC
Cu(NO3)2,Cu,NO3,187.56,10,49.8,2.655150351887396,0.4240891186929058,99.20318725099601,CRC
Cu(NO3)2,Cu,NO3,187.56,20,56.3,3.00170612070804,0.4773681707845345,128.83295194508008,CRC
Cu(NO3)2,Cu,NO3,187.56,25,59.2,3.1563233098741734,0.499181482656108,145.09803921568627,CRC
Cu(NO3)2,Cu,NO3,187.56,30,61.1,3.257624226914054,0.5129009861757425,157.0694087403599,CRC
Cu(NO3)2,Cu,NO3,187.56,40,62.0,3.305608871827682,0.5192514654314422,163.1578947368421,CRC
Cu(NO3)2,Cu,NO3,187.56,50,63.1,3.36425677116656,0.5268891351773226,171.00271002710028,CRC
Cu(NO3)2,Cu,NO3,187.56,60,64.5,3.438899552143314,0.5364194905684561,181.69014084507043,CRC
Cu(NO3)2,Cu,NO3,187.56,70,65.9,3.513542333120068,0.545745190527198,193.25513196480944,CRC
Cu(NO3)2,Cu,NO3,187.56,80,67.5,3.5988483685220727,0.5561635487642131,207.69230769230768,CRC
Cu(NO3)2,Cu,NO3,187.56,90,69.2,3.689486031136703,0.5669658703899461,224.6753246753247,CRC
Cu(NO3)2,Cu,NO3,187.56,100,71.0,3.7854553209639583,0.5781181246522635,244.82758620689654,CRC
CuSO4,Cu,SO4,159.61,0,12.4,0.776893678340956,-0.10963841243372588,14.155251141552512,CRC
CuSO4,Cu,SO4,159.61,10,14.4,0.9021991103314327,-0.04469760550071132,16.82242990654206,CRC
CuSO4,Cu,SO4,159.61,20,16.7,1.046300357120481,0.01965637355162228,20.048019207683073,CRC
CuSO4,Cu,SO4,159.61,25,18.0,1.127748887914291,0.0522124075073451,21.951219512195124,CRC
CuSO4,Cu,SO4,159.61,30,19.3,1.209197418708101,0.08249721141181282,23.915737298636927,CRC
CuSO4,Cu,SO4,159.61,40,22.2,1.3908902950942923,0.14329287685467768,28.53470437017995,CRC
CuSO4,Cu,SO4,159.61,50,25.4,1.591378986279055,0.2017736190239771,34.048257372654156,CRC
CuSO4,Cu,SO4,159.61,60,28.8,1.8043982206628655,0.25633239016326986,40.44943820224719,CRC
CuSO4,Cu,SO4,159.61,70,32.4,2.029947998245724,0.3074849126106512,47.92899408284024,CRC
CuSO4,Cu,SO4,159.61,80,36.3,2.2742935906271535,0.35684652744015155,56.985871271585545,CRC
CuSO4,Cu,SO4,159.61,90,40.3,2.524904454608107,0.4022449485451485,67.5041876046901,CRC
CuSO4,Cu,SO4,159.61,100,43.5,2.7253931457928697,0.4354291593586763,76.99115044247787,CRC
CuSeO4,Cu,SeO4,206.51,0,10.6,0.5132923345116459,-0.28963522142821313,11.856823266219239,CRC
CuSeO4,Cu,SeO4,206.51,30,16.0,0.7747808822817297,-0.11082110403705861,19.047619047619047,CRC
Dy(NO3)3,Dy,NO3,348.51,0,58.79,1.6868956414450087,0.22708821611226693,142.6595486532395,CRC
Dy(NO3)3,Dy,NO3,348.51,10,59.99,1.721327938940059,0.23586361786064022,149.93751562109475,CRC
Dy(NO3)3,Dy,NO3,348.51,20,61.49,1.7643683108088721,0.24658924896783355,159.67281225655674,CRC
Dy(NO3)3,Dy,NO3,348.51,25,62.35,1.7890447906803248,0.25262121373774665,165.6042496679947,CRC
Dy(NO3)3,Dy,NO3,348.51,30,63.29,1.8160167570514476,0.25911985159773177,172.40533914464723,CRC
Dy(NO3)3,Dy,NO3,348.51,40,65.43,1.877421020917621,0.2735616762215479,189.26815157651149,CRC
Dy(NO3)3,Dy,NO3,348.51,50,68.04,1.9523112679693555,0.2905490608637167,212.89111389236552,CRC
Dy(NO3)3,Dy,NO3,348.51,70,71.58,2.0538865455797537,0.3125764499771707,251.8648838845883,CRC
Er(NO3)3,Er,NO3,353.26,0,61.58,1.7431919832418048,0.24134521996774674,160.28110359187923,CRC
Er(NO3)3,Er,NO3,353.26,10,63.15,1.7876351695634944,0.252278890291917,171.37042062415196,CRC
Er(NO3)3,Er,NO3,353.26,20,64.84,1.8354752873237845,0.26374854157704486,184.41410693970423,CRC
Er(NO3)3,Er,NO3,353.26,25,65.75,1.8612353507331711,0.26980129256236296,191.97080291970804,CRC
Er(NO3)3,Er,NO3,353.26,30,66.69,1.8878446470022079,0.2759662528192205,200.21014710297206,CRC
Er(NO3)3,Er,NO3,353.26,40,68.7,1.944743248598766,0.2888622724601179,219.48881789137383,CRC
Er(NO3)3,Er,NO3,353.26,50,70.96,2.0087187906924076,0.3029191422242374,244.3526170798897,CRC
Er(NO3)3,Er,NO3,353.26,60,73.64,2.0845835928211516,0.31901931523254456,279.36267071320185,CRC
Er(NO3)3,Er,NO3,353.26,80,77.75,2.2009284945932177,0.34260593309944265,349.438202247191,CRC
Eu(NO3)3,Eu,NO3,337.98,0,55.2,1.6332327356648322,0.21304807611020446,123.21428571428572,CRC
Eu(NO3)3,Eu,NO3,337.98,10,56.7,1.6776140600035505,0.22469205727391214,130.94688221709006,CRC
Eu(NO3)3,Eu,NO3,337.98,20,58.5,1.7308716492100122,0.23826486446318595,140.96385542168676,CRC
Eu(NO3)3,Eu,NO3,337.98,25,59.4,1.7575004438132433,0.2448954433621991,146.30541871921181,CRC
Eu(NO3)3,Eu,NO3,337.98,30,60.4,1.7870879933723889,0.2521459370021374,152.5252525252525,CRC
Eu(NO3)3,Eu,NO3,337.98,40,62.5,1.8492218474465945,0.26698901572508077,166.66666666666666,CRC
Eu(NO3)3,Eu,NO3,337.98,50,64.6,1.9113557015208,0.2813415163760896,182.48587570621464,CRC
FeBr2,Fe,Br,215.65,0,54.6,2.5318803616971945,0.40344318022276676,120.26431718061674,CRC
FeBr2,Fe,Br,215.65,50,64.8,3.0048690006955714,0.4778255433886228,184.09090909090907,CRC
FeCl2,Fe,Cl,126.75,0,33.2,2.619329388560158,0.4181901156986627,49.70059880239522,CRC
FeCl3,Fe,Cl,162.2,0,42.7,2.6325524044389645,0.4203770251498867,74.52006980802793,CRC
FeCl3,Fe,Cl,162.2,10,44.9,2.768187422934649,0.442195491128186,81.48820326678765,CRC
FeCl2,Fe,Cl,126.75,20,39.4,3.108481262327416,0.4925482538202005,65.01650165016501,CRC
FeCl3,Fe,Cl,162.2,20,47.9,2.953144266337855,0.47028466353942605,91.93857965451055,CRC
FeCl3,Fe,Cl,162.2,25,47.7,2.940813810110974,0.4684675291649767,91.20458891013385,CRC
FeCl3,Fe,Cl,162.2,30,51.6,3.181257706535142,0.5025988517520741,106.61157024793388,CRC
FeCl3,Fe,Cl,162.2,40,74.8,4.611590628853268,0.6638507479893241,296.8253968253968,CRC
FeCl2,Fe,Cl,126.75,50,48.7,3.842209072978304,0.5845809932092607,94.93177387914231,CRC
FeCl3,Fe,Cl,162.2,50,76.7,4.7287299630086315,0.6747445140738437,329.1845493562232,CRC
FeCl3,Fe,Cl,162.2,60,84.6,5.215782983970407,0.7173195131638863,549.3506493506492,CRC
FeCl3,Fe,Cl,162.2,70,84.3,5.197287299630086,0.7157767247496051,536.9426751592356,CRC
FeCl3,Fe,Cl,162.2,80,84.3,5.197287299630086,0.7157767247496051,536.9426751592356,CRC
FeCl3,Fe,Cl,162.2,90,84.4,5.203452527743527,0.7162915967505178,541.0256410256412,CRC
FeCl3,Fe,Cl,162.2,100,84.7,5.221948212083848,0.7178325604555698,553.5947712418301,CRC
Fe(ClO4)2,Fe,ClO4,254.75,0,63.39,2.488321884200196,0.3959065590935118,173.14941272876263,CRC
Fe(ClO4)2,Fe,ClO4,254.75,30,67.76,2.6598626104023553,0.42485920464418647,210.17369727047154,CRC
FeF3,Fe,F,112.84,0,5.59,0.4953917050691244,-0.30505126959690543,5.920982946721746,CRC
Fe(NO3)3,Fe,NO3,241.86,0,40.15,1.660051269329364,0.22012150107800496,67.0843776106934,CRC
Fe(NO3)2,Fe,NO3,179.85,0,41.44,2.3041423408395887,0.36250930458264674,70.76502732240436,CRC
Fe(NO3)3,Fe,NO3,241.86,30,46.57,1.9254940874886297,0.2845421893960365,87.16077110237694,CRC
Fe(NO3)2,Fe,NO3,179.85,30,46.67,2.594940227967751,0.414127358730626,87.51171948246765,CRC
FeSO4,Fe,SO4,151.91,0,13.5,0.8886840892633796,-0.05125259524185022,15.606936416184972,CRC
FeSO4,Fe,SO4,151.91,10,17.0,1.119083667961293,0.04886255764141765,20.481927710843372,CRC
FeSO4,Fe,SO4,151.91,20,20.8,1.3692317819761701,0.1364769712259052,26.262626262626263,CRC
FeSO4,Fe,SO4,151.91,25,22.8,1.5008886840892635,0.17634848326359748,29.533678756476682,CRC
FeSO4,Fe,SO4,151.91,30,24.8,1.6325455862023568,0.21286531708936,32.97872340425532,CRC
FeSO4,Fe,SO4,151.91,40,28.8,1.8958593904285432,0.27780612402237453,40.44943820224719,CRC
FeSO4,Fe,SO4,151.91,50,32.8,2.1591731946547297,0.3342874799748227,48.8095238095238,CRC
FeSO4,Fe,SO4,151.91,60,35.5,2.336910012507406,0.3686419893182378,55.03875968992248,CRC
FeSO4,Fe,SO4,151.91,70,33.6,2.211835955499967,0.3447529136529877,50.602409638554214,CRC
FeSO4,Fe,SO4,151.91,80,30.4,2.001184912119018,0.30128721987189744,43.67816091954023,CRC
FeSO4,Fe,SO4,151.91,90,27.1,1.7839510236324139,0.2513829271375494,37.17421124828532,CRC
FeSO4,Fe,SO4,151.91,100,24.0,1.5798828253571193,0.19862487797474968,31.57894736842105,CRC
Gd(NO3)3,Gd,NO3,343.27,0,56.3,1.6401083695050545,0.21487254483010082,128.83295194508008,CRC
Gd(NO3)3,Gd,NO3,343.27,10,57.7,1.6808925918373292,0.225539963134486,136.4066193853428,CRC
Gd(NO3)3,Gd,NO3,343.27,20,59.2,1.7245899729076237,0.23668585670167433,145.09803921568627,CRC
Gd(NO3)3,Gd,NO3,343.27,25,60.1,1.7508084015498004,0.24323862198149404,150.6265664160401,CRC
Gd(NO3)3,Gd,NO3,343.27,30,61.0,1.7770268301919772,0.24969398498952158,156.4102564102564,CRC
Gd(NO3)3,Gd,NO3,343.27,40,62.9,1.8323768462143504,0.2630147954240235,169.54177897574124,CRC
Gd(NO3)3,Gd,NO3,343.27,50,65.2,1.8993794971888018,0.27861174571067476,187.35632183908046,CRC
Gd(NO3)3,Gd,NO3,343.27,60,67.9,1.978034783115332,0.29623392425925626,211.5264797507789,CRC
Gd(NO3)3,Gd,NO3,343.27,80,71.5,2.082908497684039,0.31867019177983524,250.87719298245614,CRC
H3BO3,H,BO3,61.83,0,2.61,0.42212518195050946,-0.37455873916059435,2.6799466064277646,CRC
H3BO3,H,BO3,61.83,10,3.57,0.5773896166909267,-0.2385310303866821,3.7021673752981434,CRC
H3BO3,H,BO3,61.83,20,4.77,0.7714701601164483,-0.11268086745876138,5.008925758689488,CRC
H3BO3,H,BO3,61.83,25,5.48,0.886301148309882,-0.05241868801450609,5.797714769360982,CRC
H3BO3,H,BO3,61.83,30,6.27,1.0140708393983502,0.006068294331841079,6.689427077776592,CRC
H3BO3,H,BO3,61.83,40,8.1,1.3100436681222707,0.11728577237977442,8.813928182807398,CRC
H3BO3,H,BO3,61.83,50,10.3,1.665857997735727,0.2216379782062969,11.482720178372352,CRC
H3BO3,H,BO3,61.83,60,12.9,2.086365841824357,0.31939046380037367,14.810562571756602,CRC
H3BO3,H,BO3,61.83,70,15.9,2.571567200388161,0.4101978778215762,18.906064209274675,CRC
H3BO3,H,BO3,61.83,80,19.3,3.121462073427139,0.49435806250889847,23.915737298636927,CRC
H3BO3,H,BO3,61.83,90,23.1,3.7360504609412906,0.572412733393269,30.03901170351105,CRC
H3BO3,H,BO3,61.83,100,27.3,4.4153323629306165,0.6449634005418807,37.551581843191194,CRC
HIO3,H,IO3,175.91,0,73.45,4.1754306179296234,0.6207012715194425,276.64783427495297,CRC
HIO3,H,IO3,175.91,10,74.1,4.212381331362629,0.6245276793724953,286.100386100386,CRC
HIO3,H,IO3,175.91,20,74.98,4.262406912625775,0.6296549074786991,299.68025579536373,CRC
HIO3,H,IO3,175.91,25,75.48,4.290830538343472,0.632541362886061,307.83034257748784,CRC
HIO3,H,IO3,175.91,30,76.03,4.322096526632937,0.6356944618799206,317.1881518564873,CRC
HIO3,H,IO3,175.91,40,77.2,4.388607810812347,0.6423267717289034,338.5964912280702,CRC
HIO3,H,IO3,175.91,50,78.46,4.460235347620942,0.6493577751866842,364.2525533890435,CRC
HIO3,H,IO3,175.91,60,79.78,4.535273719515661,0.6566035033669879,394.5598417408507,CRC
HIO3,H,IO3,175.91,70,81.13,4.612017508953442,0.66389094737102,429.94170641229454,CRC
HIO3,H,IO3,175.91,80,82.48,4.688761298391223,0.6710581236686274,470.7762557077627,CRC
HIO3,H,IO3,175.91,90,83.82,4.7649366153146495,0.6780571278909927,518.0469715698391,CRC
HIO3,H,IO3,175.91,100,85.14,4.839974987209368,0.6848431172342848,572.9475100942127,CRC
HgBr2,Hg,Br,360.4,0,0.26,0.007214206437291899,-2.141811434336207,0.2606777621816724,CRC
HgBr2,Hg,Br,360.4,10,0.37,0.010266370699223086,-1.9885830582400303,0.3713740841112115,CRC
HgBr2,Hg,Br,360.4,20,0.52,0.014428412874583798,-1.840781438672226,0.5227181342983515,CRC
HgBr2,Hg,Br,360.4,25,0.61,0.016925638179800223,-1.7714549472962582,0.6137438374081899,CRC
HgBr2,Hg,Br,360.4,30,0.72,0.019977802441731408,-1.6994522858757568,0.7252215954875101,CRC
HgBr2,Hg,Br,360.4,40,0.96,0.02663706992230855,-1.574513549267457,0.9693053311793214,CRC
HgBr2,Hg,Br,360.4,50,1.26,0.03496115427302997,-1.4564142371894624,1.276078590236986,CRC
HgBr2,Hg,Br,360.4,60,1.63,0.04522752497225305,-1.3445971779030677,1.6570092507878418,CRC
HgBr2,Hg,Br,360.4,70,2.08,0.05771365149833519,-1.2387214473442638,2.1241830065359477,CRC
HgBr2,Hg,Br,360.4,80,2.61,0.07241953385127636,-1.1401442749687445,2.6799466064277646,CRC
HgBr2,Hg,Br,360.4,90,3.23,0.08962264150943396,-1.0475822599759226,3.3378113051565568,CRC
HgBr2,Hg,Br,360.4,100,3.95,0.10960044395116537,-0.9601876866805651,4.112441436751692,CRC
Hg(CN)2,Hg,CN,252.62,0,6.57,0.2600744200775869,-0.5849023612430495,7.032002568768061,CRC
Hg(CN)2,Hg,CN,252.62,10,7.83,0.30995170611986383,-0.508705968744887,8.495171964847565,CRC
Hg(CN)2,Hg,CN,252.62,20,9.33,0.3693294275987649,-0.4325860870563305,10.290062865335834,CRC
Hg(CN)2,Hg,CN,252.62,25,10.2,0.4037685060565276,-0.39386755904091286,11.358574610244988,CRC
Hg(CN)2,Hg,CN,252.62,30,11.1,0.4393951389438683,-0.35714475201617296,12.4859392575928,CRC
Hg(CN)2,Hg,CN,252.62,40,13.1,0.5185654342490698,-0.28519643514706616,15.074798619102415,CRC
Hg(CN)2,Hg,CN,252.62,50,15.5,0.6135697886153115,-0.2121360326325389,18.34319526627219,CRC
Hg(CN)2,Hg,CN,252.62,60,18.2,0.7204496872773335,-0.14239634281775565,22.249388753056234,CRC
Hg(CN)2,Hg,CN,252.62,70,21.2,0.8392051302351358,-0.07613186987407898,26.903553299492387,CRC
Hg(CN)2,Hg,CN,252.62,80,24.6,0.9737946322539783,-0.011532623699451279,32.62599469496021,CRC
Hg(CN)2,Hg,CN,252.62,90,28.3,1.120259678568601,0.049318704721459786,39.47001394700139,CRC
Hg(CN)2,Hg,CN,252.62,100,32.3,1.278600269179004,0.10673479152827244,47.71048744460856,CRC
HgCl2,Hg,Cl,271.5,0,4.24,0.15616942909760592,-0.806403977332133,4.427736006683375,CRC
HgCl2,Hg,Cl,271.5,10,5.05,0.1860036832412523,-0.7304784558062044,5.318588730911006,CRC
HgCl2,Hg,Cl,271.5,20,6.17,0.227255985267035,-0.643484669891624,6.575722050516893,CRC
HgCl2,Hg,Cl,271.5,25,6.81,0.2508287292817679,-0.6006227220120806,7.307651035518833,CRC
HgCl2,Hg,Cl,271.5,30,7.62,0.28066298342541435,-0.5518148625852652,8.248538644728297,CRC
HgCl2,Hg,Cl,271.5,40,9.53,0.35101289134438307,-0.45467693328653935,10.533878633801258,CRC
HgCl2,Hg,Cl,271.5,50,12.02,0.44272559852670346,-0.3538653662581451,13.662195953625824,CRC
HgCl2,Hg,Cl,271.5,60,15.18,0.5591160220994476,-0.2524980623654042,17.896722471115304,CRC
HgCl2,Hg,Cl,271.5,70,19.16,0.7057090239410682,-0.15137432918234012,23.701138050470064,CRC
HgCl2,Hg,Cl,271.5,80,24.06,0.8861878453038674,-0.052474210921039814,31.682907558598895,CRC
HgCl2,Hg,Cl,271.5,90,29.9,1.1012891344383058,0.041901354399563925,42.65335235378032,CRC
HgCl2,Hg,Cl,271.5,100,36.62,1.3488029465930018,0.1299485060408119,57.77847901546228,CRC
HgI2,Hg,I,454.4,0,0.0041,9.022887323943663e-05,-4.044654465983227,0.0041001681068923825,CRC
HgI2,Hg,I,454.4,20,0.0055,0.00012103873239436619,-3.917075633208719,0.005500302516638415,CRC
HgI2,Hg,I,454.4,30,0.0072,0.0001584507042253521,-3.800105826271694,0.007200518437327487,CRC
HgI2,Hg,I,454.4,70,0.0122,0.0002684859154929578,-3.571078492028214,0.012201488581606957,CRC
HgI2,Hg,I,454.4,90,0.0199,0.00043794014084507047,-3.3585852462932557,0.01990396088821676,CRC
Hg(SCN)2,Hg,SCN,316.75,0,0.07,0.0022099447513812156,-2.655618583541222,0.07004903432402683,CRC
Hg2Cl2,Hg2,Cl,472.09,0,0.0004,8.472960664280116e-06,-5.071964809800569,0.0004000016000064,CRC
Hg2(ClO4)2,Hg2,ClO4,599.89,0,73.8,1.2302255413492473,0.08998473939386573,281.6793893129771,CRC
Hg2(ClO4)2,Hg2,ClO4,599.89,30,79.8,1.3302438780443082,0.12393126892155362,395.049504950495,CRC
Hg2(ClO4)2,Hg2,ClO4,599.89,70,85.3,1.4219273533481138,0.15287740873834718,580.2721088435374,CRC
Hg2SO4,Hg2,SO,497.24,0,0.038,0.0007642184860429571,-3.116782461165607,0.038014445489285925,CRC
Hg2SO4,Hg2,SO,497.24,10,0.043,0.0008647735499959777,-3.063097602202831,0.04301849795412027,CRC
Hg2SO4,Hg2,SO,497.24,20,0.048,0.0009653286139489984,-3.01532482040683,0.04802305106451096,CRC
Hg2SO4,Hg2,SO,497.24,25,0.051,0.0010256616523208108,-2.988995881684481,0.05102602327186865,CRC
Hg2SO4,Hg2,SO,497.24,30,0.054,0.0010859946906926234,-2.9641722979594487,0.054029175754907656,CRC
Hg2SO4,Hg2,SO,497.24,40,0.059,0.0011865497546456438,-2.925714046140273,0.05903483055002451,CRC
Hg2SO4,Hg2,SO,497.24,50,0.065,0.0013072158313892689,-2.8836527011395616,0.06504227748036223,CRC
Hg2SO4,Hg2,SO,497.24,60,0.07,0.0014077708953422895,-2.8514680177681604,0.07004903432402683,CRC
Hg2SO4,Hg2,SO,497.24,70,0.076,0.0015284369720859141,-2.815752465501626,0.07605780393098754,CRC
Hg2SO4,Hg2,SO,497.24,80,0.082,0.0016491030488295392,-2.7827522053987006,0.08206729518204929,CRC
Hg2SO4,Hg2,SO,497.24,90,0.088,0.0017697691255731637,-2.7520833856322486,0.08807750820722234,CRC
Hg2SO4,Hg2,SO,497.24,100,0.093,0.0018703241895261843,-2.7280831092284825,0.09308657051057484,CRC
Ho(NO3)3,Ho,NO3,351.02,0,63.8,1.8175602529770385,0.25948881683600433,176.24309392265192,CRC
K3AsO4,K,AsO4,257.11,0,51.5,2.003033720975458,0.3016882606816404,106.18556701030928,CRC
K3AsO4,K,AsO4,257.11,30,55.6,2.1624985414803,0.33495582322250683,125.22522522522523,CRC
K3AsO4,K,AsO4,257.11,70,73.0,2.8392516821593867,0.45320389176090525,270.3703703703704,CRC
KBF4,K,BF4,125.9,0,0.28,0.022239872915011914,-1.6528676987656434,0.2807862013638187,CRC
KBF4,K,BF4,125.9,10,0.34,0.027005559968228756,-1.5685468130656075,0.3411599438089504,CRC
KBF4,K,BF4,125.9,20,0.45,0.03574265289912629,-1.446813216332519,0.45203415369161226,CRC
KBF4,K,BF4,125.9,25,0.55,0.043685464654487687,-1.3596630406136188,0.5530417295123178,CRC
KBF4,K,BF4,125.9,30,0.75,0.05957108816521048,-1.2249644667161625,0.7556675062972292,CRC
KBF4,K,BF4,125.9,40,1.38,0.10961080222398728,-0.9601466437066262,1.3993104846887041,CRC
KBF4,K,BF4,125.9,50,2.09,0.1660047656870532,-0.7798794439968086,2.1346134204882037,CRC
KBF4,K,BF4,125.9,60,2.82,0.2239872915011914,-0.6497766217885015,2.9018316526034162,CRC
KBF4,K,BF4,125.9,70,3.58,0.284352660841938,-0.5461427034639883,3.712922630159718,CRC
KBF4,K,BF4,125.9,80,4.34,0.34471803018268465,-0.46253600059535194,4.536901526238762,CRC
KBF4,K,BF4,125.9,90,5.12,0.40667196187450355,-0.39075576913203186,5.39629005059022,CRC
KBF4,K,BF4,125.9,100,5.9,0.46862589356632245,-0.3291737184657184,6.269925611052073,CRC
KBr,K,Br,119.0,0,35.0,2.9411764705882355,0.46852108295774486,53.84615384615385,CRC
KBr,K,Br,119.0,10,37.3,3.134453781512605,0.49616187041615684,59.48963317384369,CRC
KBr,K,Br,119.0,20,39.4,3.310924369747899,0.5199492604330433,65.01650165016501,CRC
KBr,K,Br,119.0,25,40.4,3.3949579831932772,0.5308344037180742,67.78523489932886,CRC
KBr,K,Br,119.0,30,41.4,3.4789915966386555,0.5414533797283683,70.64846416382252,CRC
KBr,K,Br,119.0,40,43.2,3.630252100840336,0.5599367854223813,76.05633802816902,CRC
KBr,K,Br,119.0,50,44.8,3.764705882352941,0.5757310526056132,81.15942028985506,CRC
KBr,K,Br,119.0,60,46.2,3.8823529411764706,0.5890950141635947,85.8736059479554,CRC
KBr,K,Br,119.0,70,47.6,4.0,0.6020599913279624,90.83969465648855,CRC
KBr,K,Br,119.0,80,48.8,4.100840336134453,0.6128728606101799,95.3125,CRC
KBr,K,Br,119.0,90,49.8,4.184873949579832,0.6216823813671868,99.20318725099601,CRC
KBr,K,Br,119.0,100,50.8,4.26890756302521,0.6303167508913885,103.2520325203252,CRC
KBrO3,K,BrO3,167.0,0,2.97,0.17784431137724552,-0.7499600218303709,3.0609089972173553,CRC
KBrO3,K,BrO3,167.0,10,4.48,0.26826347305389225,-0.5714384571494393,4.690117252931324,CRC
KBrO3,K,BrO3,167.0,20,6.42,0.3844311377245509,-0.41518144307873,6.860440265013892,CRC
KBrO3,K,BrO3,167.0,25,7.55,0.45209580838323354,-0.344769519518395,8.166576527852893,CRC
KBrO3,K,BrO3,167.0,30,8.79,0.5263473053892215,-0.2787275960738114,9.637101195044401,CRC
KBrO3,K,BrO3,167.0,40,11.57,0.692814371257485,-0.15938311219583373,13.083795092163292,CRC
KBrO3,K,BrO3,167.0,50,14.71,0.8808383233532936,-0.05510379842005307,17.247039512252318,CRC
KBrO3,K,BrO3,167.0,60,18.14,1.0862275449101797,0.0359208115764932,22.159784998778402,CRC
KBrO3,K,BrO3,167.0,70,21.79,1.3047904191616766,0.11554075909867233,27.860887354558237,CRC
KBrO3,K,BrO3,167.0,80,25.57,1.5311377245508981,0.18501425687875214,34.354426978368934,CRC
KBrO3,K,BrO3,167.0,90,29.42,1.7616766467065872,0.2459261972439281,41.683196372910174,CRC
KBrO3,K,BrO3,167.0,100,33.28,1.992814371257485,0.29946684647110305,49.88009592326139,CRC
KC2H3O2,K,C2H3O2,98.14,0,68.4,6.969635214998981,0.8432100480752195,216.45569620253173,CRC
KC2H3O2,K,C2H3O2,98.14,10,70.29,7.162217240676585,0.8550474896717286,236.58700774150125,CRC
KC2H3O2,K,C2H3O2,98.14,20,72.09,7.345628693702874,0.8660289718786659,258.2945180938732,CRC
KC2H3O2,K,C2H3O2,98.14,25,72.92,7.43020175259833,0.871000606338042,269.2762186115214,CRC
KC2H3O2,K,C2H3O2,98.14,30,73.7,7.509680048909721,0.8756214342141548,280.2281368821293,CRC
KC2H3O2,K,C2H3O2,98.14,40,75.08,7.650295496229875,0.883678210304412,301.28410914927764,CRC
KC2H3O2,K,C2H3O2,98.14,50,76.27,7.771550845730588,0.8905076927438171,321.4075010535187,CRC
KC2H3O2,K,C2H3O2,98.14,60,77.31,7.877521907479112,0.8963896196256705,340.72278536800354,CRC
KC2H3O2,K,C2H3O2,98.14,70,78.22,7.970246586509069,0.9014717579712153,359.1368227731864,CRC
KC2H3O2,K,C2H3O2,98.14,80,79.04,8.053800692887712,0.9060008779346751,377.0992366412215,CRC
KC2H3O2,K,C2H3O2,98.14,90,79.8,8.131241084165477,0.9101568377058327,395.049504950495,CRC
KC2H3O2,K,C2H3O2,98.14,100,80.55,8.207662522926432,0.9142194911103402,414.13881748071975,CRC
K2CO3,K,CO3,138.21,0,51.3,3.7117429997829388,0.5695778981394741,105.3388090349076,CRC
K2CO3,K,CO3,138.21,10,51.7,3.7406844656681857,0.5729510761216003,107.03933747412009,CRC
K2CO3,K,CO3,138.21,20,52.3,3.7840966644960563,0.5779622218949321,109.64360587002096,CRC
K2CO3,K,CO3,138.21,25,52.7,3.8130381303813037,0.5812711482402044,111.41649048625793,CRC
K2CO3,K,CO3,138.21,30,53.1,3.8419795962665506,0.5845550541091269,113.21961620469084,CRC
K2CO3,K,CO3,138.21,40,54.0,3.9070978945083565,0.5918542928506264,117.3913043478261,CRC
K2CO3,K,CO3,138.21,50,54.9,3.9722161927501625,0.5990328774777498,121.72949002217294,CRC
K2CO3,K,CO3,138.21,60,56.0,4.051805223934592,0.6076485600338583,127.27272727272727,CRC
K2CO3,K,CO3,138.21,70,57.2,4.138629621590333,0.616856561820682,133.6448598130841,CRC
K2CO3,K,CO3,138.21,80,58.4,4.225454019246075,0.6258733801400574,140.3846153846154,CRC
K2CO3,K,CO3,138.21,90,59.6,4.312278416901816,0.6347067927678943,147.52475247524754,CRC
K2CO3,K,CO3,138.21,100,61.0,4.413573547500181,0.6447903680384249,156.4102564102564,CRC
KCl,K,Cl,74.55,0,21.74,2.9161636485580145,0.4648118919612624,27.779197546639406,CRC
KCl,K,Cl,74.55,10,23.61,3.1670020120724347,0.5006483392897136,30.907186804555568,CRC
KCl,K,Cl,74.55,20,25.39,3.4057679409792088,0.5322150530847088,34.03029084573114,CRC
KCl,K,Cl,74.55,25,26.22,3.517102615694165,0.5461850395650522,35.53808620222282,CRC
KCl,K,Cl,74.55,30,27.04,3.6270959087860493,0.5595590394805849,37.061403508771924,CRC
